order_no,issued_date,revoked_date,closes_area,species,closure_type
PTN-2010-289,2010-09-29,2010-12-07,"SA 24-4, 24-6 to 24-8, 24-9 and 24-14",All BM except Gducks and Horse,biotoxins
PTN-2010-290,2010-09-30,2011-01-21,"Area 2, except SA 2-1",All BM,biotoxins
PTN-2010-291,2010-09-30,2011-01-21,SA 2-1,All BM except Oysters and Scallops,biotoxins
PTN-2010-292,2010-10-06,2010-10-22,"Areas 12 to 29, except 13-1 TO 13-12, 13-14 to 13-17, 14-5, 14-8 and 14-15, 15-5, 16-16, 18-1, 23-4 and portion of 23-6",Scallops,biotoxins
PTN-2010-293,2010-10-06,2010-11-08,Area 7,All BM,biotoxins
PTN-2010-294,2010-10-06,2010-11-10,"Area 15, except 15-1 to 15-3 and 15-5",All BM,biotoxins
PTN-2010-295,2010-10-07,2010-10-13,"SA 17-8, 17-18 to17-20",All BM,biotoxins
PTN-2010-296,2010-10-07,2010-10-13,"Area 16, except 16-3 to 16-13 and 16-16 to 16-22",All BM,biotoxins
PTN-2010-297,2010-10-07,2010-10-13,SA 17-1 to 17-3,"ALL BM except Manila, littleneck, oysters",biotoxins
PTN-2010-298,2010-10-13,2010-11-03,SA 17-18 to 17-20,All BM,biotoxins
PTN-2010-299,2010-10-13,2011-01-21,"Area 16, except 16-1 to 16-13 and 16-16 to 16-22",All BM,biotoxins
PTN-2010-300,2010-10-15,2011-01-07,"Areas 3 to 6, EXCEPT SA 6-11, 6-14, 6-15, 6-16, 6-18, 6-19",All BM,biotoxins
PTN-2010-301,2010-10-15,2011-01-07,"SA 6-11, 6-15, 6-16, 6-18, 6-19","All BM, Except Gducks and Hclams",biotoxins
PTN-2010-302,2010-10-15,2011-01-21,SA 16-1 to 16-21,gducks and horseclams,biotoxins
PTN-2010-303,2010-10-18,2011-01-21,Area 8,All BM,biotoxins
PTN-2010-304,2010-10-18,2011-01-21,Area 9,All BM,biotoxins
PTN-2010-305,2010-10-18,2011-01-21,Area 10,All BM,biotoxins
PTN-2010-306,2010-10-20,2010-10-22,"Area 23, except 23-3 to 23-5,  ptn 23-6, 23-7",All BM,biotoxins
PTN-2010-307,2010-10-20,2010-10-22,"SA 23-3 to 23-5, ptn 23-6, 23-7","All BM, except manila, littlenecks, oysters and mussels",biotoxins
PTN-2010-308,2010-10-22,2011-01-21,"Area 19, except 19-7 to 19-12",All BM,biotoxins
PTN-2010-309,2010-10-22,2011-01-24,SA 19-7 to 19-12,"All BM, except manila, littlenecks, oysters and mussels",biotoxins
PTN-2010-310,2010-10-22,2010-10-29,"Area 23, except 23-3 to 23-5, 23-7 and 23-9 to 23-11",All BM,biotoxins
PTN-2010-311,2010-10-22,2010-10-29,"SA 23-3 to 23-5, 23-7 and 23-9 to 23-11","All BM, except manila, littlenecks, oysters and mussels",biotoxins
PTN-2010-312,2010-10-22,2010-10-28,"Areas 12 to 29, except 13-1 TO 13-12, 13-14 to 13-17, 14-5, 14-8 and 14-15, 15-5, 16-16, 18-1 and 23-4 ",Scallops,biotoxins
PSN-2010-313,2010-10-25,2010-11-08,"Baynes Sounds, Section B and C",All BM,sanitary closure
PTN-2010-314,2010-10-28,2010-10-29,"Areas 12 to 29, except 13-1 TO 13-12, 13-14 to 13-17, 14-5, 14-8 and 14-15, 15-5, 16-16, 18-1, 23-4 and 23-10",Scallops,biotoxins
PTN-2010-315,2010-10-28,2010-12-07,"Area 24, except 24-4, 24-6 to 24-10 and 24-14",All BM,biotoxins
PTN-2010-316,2010-10-28,2010-12-07,SA 24-9 and 24-10,"All Bm except Manila, littleneck, oysters and mussels",biotoxins
PTN-2010-317,2010-10-29,2010-11-03,"Area 23, except 23-3 to 23-5,  ptn 23-6, 23-7, 23-9 to 23-11",All BM,biotoxins
PTN-2010-318,2010-10-29,2010-11-03,"SA 23-3 to 23-5, ptn 23-6, 23-7 and 23-9 to 23-11","All BM, except Manila, Littleneck, Oysters, Mussels",biotoxins
PTN-2010-319,2010-10-29,2011-01-24,"Areas 12 to 29, except 13-1 TO 13-12, 13-14 to 13-17, 14-5, 14-8 and 14-15, 15-5, 16-16, 18-1, 23-4 and portion of 23-6 and 23-10",Scallops,biotoxins
PTN-2010-320,2010-11-03,2010-11-26,"Area 23, except 23-3 to 23-5, ptn 23-6 and 23-7 to 23-11",All BM,biotoxins
PTN-2010-321,2010-11-03,2010-11-26,"SA 23-3 to 23-5, ptn 23-6 and 23-7 to 23-11","All Bm except Manila, littleneck, oysters and mussels",biotoxins
PTN-2010-322,2010-11-03,2010-11-10,SA 17-18 to 17-20,"All BM, except Manila, Littleneck, oysters and mussels",biotoxins
PSN-2010-323,2010-11-08,2013-02-05,"Area 13, amend 13.3, amend 13.10, new 13.24, revoke 13.1 and 13.22",All BM,sanitary closure
PSN-2010-324,2010-11-08,2011-04-29,"Area 16, new closures 16.35 and 16.36",All BM,sanitary closure
PSN-2010-325,2010-11-08,2011-11-18,"Area 17, amend closure 17.41, new closure 17.42, revoke 17.15",All BM,sanitary closure
PSN-2010-326,2010-11-08,2012-01-31,"Area 24, amend closure 24.1",All BM,sanitary closure
PSN-2010-327,2010-11-08,2011-11-18,"Area 29, new closure 29.7",All BM,sanitary closure
PTN-2010-328,2010-11-08,2010-12-10,"Area 7, except SA 7-3, 7-4, 7-8, 7-9, 7-12, 7-17, 7-22 and 7-23",All BM,biotoxins
PTN-2010-329,2010-11-08,2010-11-18,"SA 7-3, 7-4, 7-8, 7-9, 7-12, 7-17, 7-22 and 7-23","All BM, Except Gducks and Hclams",biotoxins
PSN-2010-330,2010-11-08,2010-11-12,"Baynes Sounds, Section C",All BM,sanitary closure
PTN-2010-331,2010-11-10,2011-01-24,Area 15 except SA 15-1 to 15-5,All B.M.,biotoxins
PTN-2010-332,2010-11-10,2011-01-24,SA 15-4 and 15-5,Geoduck and Hclams,biotoxins
PTN-2010-333,2010-11-17,2011-01-07,"Area 12, except 12-2 to 12-6, 12-8 to 12-11, 12-16 to 12-23, 12-26 and 12-35 to 12-39",All BM,biotoxins
PTN-2010-334,2010-11-17,2011-01-07,"SA 12-2 to 12-6, 12-8 to 12-11, 12-16 to 12-23, 12-26 and 12-35 to 12-39","All BM, except Butter Clams",biotoxins
PSN-2010-335,2010-11-17,2012-04-27,"Area 14, amends closure 14.6",All BM,sanitary closure
PSN-2010-336,2010-11-17,2011-01-10,"Area 20, new closure 20.4",ALL  BM,sanitary closure
PTN-2010-337,2010-11-18,2010-12-07," Subareas  7-3, 7-4, 7-8, 7-9, 7-22, and 7-23 ",all BM except Geoduck and Hclams,biotoxins
PTN-2010-338,2010-11-18,2010-12-07,Subareas 7-12 and 7-17 ,"All BM except Manila, Littleneck, Oysters, Mussels Geoducks and Horseclams",biotoxins
PTN-2010-339,2010-11-26,2011-01-24,"Area 23, except 23-3 to23-11",All BM,biotoxins
PTN-2010-340,2010-11-26,2011-01-14,SA 23-3 to 23-11,"All Bm except Manila, littleneck, oysters and mussels",biotoxins
PTN-2010-341,2010-11-26,2011-01-24,"Area 25, except 25-1 to 25-16",All BM,biotoxins
PTN-2010-342,2010-11-26,2011-01-24,25-1 to 25-16,"All BM, except Manila, Littleneck, Oysters, Mussels",biotoxins
PSN-2010-343,2010-11-30,2010-12-07,"Close Baynes Sound A,B and C",All BM,sanitary closure
PTN-2010-344,2010-12-03,2011-01-24,"Area 26, except SA 26-2 to 26-5",ALL BM,biotoxins
PTN-2010-345,2010-12-03,2011-01-24,SA 26-2 to 26-5,"All BM, except Manila, Littleneck, Oysters, Mussels",biotoxins
PSN-2010-346,2010-12-07,2010-12-08,"Open Scetion C Baynes Sound, A and B remain closed",All BM,sanitary closure
PTN-2010-347,2010-12-07,2010-12-10,"SA 7-3, 7-4, 7-8, 7-22 and 7-23","All BM, Except Gducks and Hclams",biotoxins
PTN-2010-348,2010-12-07,2010-12-10,"SA 7-9, 7-12, and 7-17","All BM, except Manila, Littleneck, Oysters, Mussels, geoducks and horse clams",biotoxins
PTN-2010-349,2010-12-07,2011-01-24,"Area 24, except 24-2 to 24-10, 24-13 and 24-14",All BM,biotoxins
PTN-2010-350,2010-12-07,2011-01-24,SA 24-6 to 24-8,"All BM, except geoducks and horse clams",biotoxins
PTN-2010-351,2010-12-07,2011-01-24,"SA 24-2, 24-3, 24-5, 24-9, 24-10 and 24-13","All BM, except manila, littlenecks, oysters and mussels",biotoxins
PTN-2010-352,2010-12-07,2011-01-24,SA 24-4 and 24-14,"All BM,  except Manila, Littleneck, Oysters, Mussels, geoducks and horse clams",biotoxins
PSN-2010-353,2010-12-08,2010-12-16,"Close C Baynes Sound, A and B remain closed",All BM,sanitary closure
PTN-2010-354,2010-12-10,2011-01-19,Area 1,All BM,biotoxins
PTN-2010-355,2010-12-10,2010-12-13,"Area 7 except SA 7-3, 7-4, 7-8, 7-9, 7-12, 7-17 and 7-21 to 7-23",All BM,biotoxins
PTN-2010-356,2010-12-10,2010-12-13,"7-3, 7-4, 7-8,  7-12, 7-22 and 7-23",All BM except Geoducks and horseclams,biotoxins
PTN-2010-357,2010-12-10,2010-12-13,SA 7-9 and 7-17,"All Bm except Manila, littleneck, oysters and mussels, geoducks and horse clams",biotoxins
PTN-2010-358,2010-12-10,2010-12-13,SA 7-21,"All BM except Manila, littleneck, oysters and mussels,",biotoxins
PSN-2010-359,2010-12-10,2011-01-11,"Area 23, revoke 23.6 Usless Inlet.",All B.M.,sanitary closure
PTN-2010-360,2010-12-13,2010-12-15,"Area 7, except 7-9, 7-17 and 7-21",All BM,biotoxins
PTN-2010-361,2010-12-13,2010-12-15,"SA 7-9, 7-17 and 7-21","All BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2010-362,2010-12-15,2011-01-17,"Area 7, except 7-9, 7-17, 7-21 and 7-24",All Bm,biotoxins
PTN-2010-363,2010-12-15,2011-01-17,"SA 7-9, 7-17, 7-21 and 7-24","All BM except Manila, Littleneck, oysters and mussels",biotoxins
PSN-2010-364,2010-12-16,2010-12-20,"Open C Baynes Sound, A and B remain closed",All BM,sanitary closure
PSN-2010-365,2010-12-20,NA,Adjust to reflect change in licensing authority for aquaculture,All BM,sanitary closure
PSN-2010-366,2010-12-24,2010-12-30,"Closes Baynes Sound A, B and C",All BM,sanitary closure
PSN-2010-367,2010-12-30,2010-12-31,"Opens Baynes Sound C, A and B closed",All BM,sanitary closure
PTN-2011-1,2011-01-07,2011-01-12,Areas 3 to 6,All BM,biotoxins
PTN-2011-2,2011-01-07,2011-01-14,"Area 12, except SA 12-2 to 12-6, 12-8, 12-17 to 12-23, 12-26 and 12-35 to 12-39",All BM,biotoxins
PTN-2011-3,2011-01-07,2011-01-14,"SA 12-2 to 12-6, 12-8, 12-17 to 12-23, 12-26, 12-35 to 12-39","All BM, except butter clams",biotoxins
PTN-2011-4,2011-01-07,2011-03-04,"Area 18, except SA 18-1 to 18-4, 18-6, 18-7, 18-9 and 18-10",All BM,biotoxins
PTN-2011-5,2011-01-07,NA,"SA 18-2 to 18-4, 18-6, 18-7, 18-9 and 18-10","All BM, except manila, littleneck, oysters & mussels",biotoxins
PSN-2011-6,2011-01-10,2014-05-21,"Area 20, amends closure 20.4 radius changed from 3,000m to 4,850m.",All BM,sanitary closure
PSN-2011-7,2011-01-11,2011-04-29,New permanent closure 23.19 east Effigham Inlet,All BM,sanitary closure
PTN-2011-8,2011-01-12,2011-02-23,"Area 3 to 6, except 6-10, 6-12 and 6-13",All BM,biotoxins
PTN-2011-9,2011-01-12,2011-01-19,"SA 6-10, 6-12 and 6-13",All BM except Geoducks and Horse Clams,biotoxins
PTN-2011-10,2011-01-14,2011-04-01,"Area 12, except SA 12-2 to 12-6, 12-8 to 12-11, 12-16 to 12-23, 12-26 and 12-35 to 12-39",All BM,biotoxins
PTN-2011-11,2011-01-14,2011-01-28,"SA 12-2 to 12-6, 12-8 to 12-11, 12-16 to 12-23, 12-26 and 12-35 to 12-39","All BM, except butter clams",biotoxins
PTN-2011-12,2011-01-14,2011-02-04,"SA 23-3, 23-4, 23-7","All BM, except manila, littleneck, oysters & mussels, Geoduck and Horse Clams",biotoxins
PTN-2011-13,2011-01-14,2011-02-04,"SA 23-5, 23-6 and 23-8 to 23-11","All BM, except manila, littleneck, oysters & mussels, Geoduck and Horse Clams",biotoxins
PTN-2011-14,2011-01-14,2011-02-04,Area 27 except 27-8 to 27-11,All BM,biotoxins
PTN-2011-15,2011-01-14,2011-02-04,SA 27-8 to 27-11,"All BM, except manila, littleneck, oysters & mussels",biotoxins
PTN-2011-16,2011-01-17,2011-02-18,"Area 7, except 7-9, 7-15, 7-17, 7-21 and 7-24",All Bm,biotoxins
PTN-2011-17,2011-01-17,2011-02-18,"SA 7-9, 7-15, 7-17, 7-21 and 7-24","All BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2011-18,2011-01-19,NA,Areas 21 and 22,All BM,biotoxins
PTN-2011-19,2011-01-19,NA,Area 28,All BM,biotoxins
PTN-2011-20,2011-01-19,2011-06-10,"Areas 13 to 29, except 14-7, 14-11, 17-6 and 17-8",Butter clams,biotoxins
PTN-2011-21,2011-01-19,2011-03-10,"Areas 101 to 110, 130 and 142, except 106-2",All BM,biotoxins
PTN-2011-22,2011-01-19,NA,Areas 11 and 111,All BM,biotoxins
PTN-2011-23,2011-01-19,NA,"Areas 121, 123 to 127",All Bm,biotoxins
PTN-2011-24,2011-01-19,2011-02-23,"SA 6-10, 6-12, 6-13 and 106-2","All BM, except  Gducks and Horse Clams",biotoxins
PTN-2011-25,2011-01-19,2011-06-16,"Area 1, except 1-5",All BM ,biotoxins
PTN-2011-26,2011-01-19,2011-01-28,SA 1-5,"All BM, except Razor clams",biotoxins
PTN-2011-27,2011-01-21,2011-08-10,Area 29,All B.M.,biotoxins
PTN-2011-28,2011-01-21,2011-03-04,SA 18-1,All BM except Pink scallops and spiny scallops,biotoxins
PTN-2011-29,2011-01-21,2011-03-17,"Area 13, except 13-1 to 13-17",All BM,biotoxins
PTN-2011-30,2011-01-21,2011-03-04,"Area 2, except SA 2-1",All BM,biotoxins
PTN-2011-31,2011-01-21,2011-03-04,SA 2-1,All BM except Oysters and Scallops,biotoxins
PTN-2011-32,2011-01-21,2011-06-22,"Area 16, except 16-1 to 16-13 and 16-16 to 16-22",All BM,biotoxins
PTN-2011-33,2011-01-21,2011-02-11,SA 16-1 to 16-21,gducks and horseclams,biotoxins
PTN-2011-34,2011-01-21,NA,Area 8,All BM,biotoxins
PTN-2011-35,2011-01-21,2012-08-10,Area 9,All BM,biotoxins
PTN-2011-36,2011-01-21,2012-08-10,Area 10,All BM,biotoxins
PTN-2011-37,2011-01-21,2011-06-15,"Area 19, except 19-7 to 19-12",All BM,biotoxins
PTN-2011-38,2011-01-24,2011-06-15,SA 19-7 to 19-12,"All BM, except manila, littlenecks, oysters and mussels",biotoxins
PTN-2011-39,2011-01-24,2011-02-04,"Areas 12 to 29, except 13-1 TO 13-12, 13-14 to 13-17, 14-5, 14-8 and 14-15, 15-5, 16-16, 18-1, 23-4 and portion of 23-6 and 23-10",Scallops,biotoxins
PTN-2011-40,2011-01-24,2011-06-08,Area 15 except SA 15-1 to 15-5,All B.M.,biotoxins
PTN-2011-41,2011-01-24,2011-06-10,SA 15-4 and 15-5,Geoduck and Hclams,biotoxins
PTN-2011-42,2011-01-24,2011-07-22,"Area 23, except 23-3 to23-11",All BM,biotoxins
PTN-2011-43,2011-01-24,2011-05-18,"Area 25, except 25-1 to 25-16",All BM,biotoxins
PTN-2011-44,2011-01-24,2011-05-18,25-1 to 25-16,"All BM, except Manila, Littleneck, Oysters, Mussels",biotoxins
PTN-2011-45,2011-01-24,2011-02-18,"Area 26, except SA 26-2 to 26-5",ALL BM,biotoxins
PTN-2011-46,2011-01-24,2011-02-18,SA 26-2 to 26-5,"All BM, except Manila, Littleneck, Oysters, Mussels",biotoxins
PTN-2011-47,2011-01-24,2011-04-19,"Area 24, except 24-2 to 24-10, 24-13 and 24-14",All BM,biotoxins
PTN-2011-48,2011-01-24,2011-04-19,SA 24-6 to 24-8,"All BM, except geoducks and horse clams",biotoxins
PTN-2011-49,2011-01-24,2011-02-09,"SA 24-2, 24-3, 24-5, 24-9, 24-10 and 24-13","All BM, except manila, littlenecks, oysters and mussels",biotoxins
PTN-2011-50,2011-01-24,2011-02-09,SA 24-4 and 24-14,"All BM,  except Manila, Littleneck, Oysters, Mussels, geoducks and horse clams",biotoxins
PTN-2011-51,2011-01-28,2011-06-16,SA 1-5,"All BM, except Razor clams and cockles",biotoxins
PTN-2011-52,2011-01-28,2011-04-01,"SA 12-2 to 12-6, 12-8 to 12-11, 12-17 to 12-23, 12-26 and 12-35 to 12-39",All BM except butterclams,biotoxins
PTN-2011-53,2011-01-28,2011-04-01,SA 12-16,"All BM, except butter clams, Manila, Littleneck, Oysters and Mussels",biotoxins
PTN-2011-54,2011-02-04,2011-03-04,"Areas 12 to 29, except 13-1 TO 13-12, 13-14 to 13-17, 14-5, 14-8 and 14-15, 15-4, 15-5, 16-16, 18-1, 23-4 and portion of 23-6 and 23-10",Scallops,biotoxins
PTN-2011-55,2011-02-04,2011-07-22,SA 23-3 to 23-11,"All BM, except Manila, Littleneck, Varnish, Oysters and mussels",biotoxins
PTN-2011-56,2011-02-04,2011-02-23,"Area 27, except 27-7 to 27-11",All BM,biotoxins
PTN-2011-57,2011-02-04,NA,SA 27-7 to 27-11,"All BM, except Manila, Littleneck, Oysters, Mussels",biotoxins
PTN-2011-58,2011-02-09,2011-04-19,"SA 24-9, 24-10 and 24-13","All BM, except manila, littlenecks, oysters and mussels",biotoxins
PTN-2011-59,2011-02-09,2011-04-19,"SA 24-2 to 24-5, and 24-14 ","All BM,  except Manila, Littleneck, Oysters, Mussels, geoducks and horse clams",biotoxins
PTN-2011-60,2011-02-11,NA,SA 16-2 to 16-18,gducks and horseclams,biotoxins
PSN-2011-61,2011-02-15,2011-02-25,Bayne Sound closes Section B only description is WRONG-use description in PSN-2010-313 for amended B and C,All BM,sanitary closure
PTN-2011-62,2011-02-18,2011-03-04,"SA 7-15, 7-17, 7-21 and 7-24","All BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2011-63,2011-02-18,2011-03-04,"Area 7 except 7-15, 7-17, 7-21 and 7-24",All BM,biotoxins
PTN-2011-64,2011-02-18,2011-03-21,Area 26,All BM,biotoxins
PTN-2011-65,2011-01-12,2011-02-23,"Area 3 to 6, except 6-10, 6-12 and 6-13",All BM,biotoxins
PTN-2011-66,2011-01-19,2011-02-23,"SA 6-10, 6-12, 6-13 and 106-2","All BM, except  Gducks and Horse Clams",biotoxins
PTN-2011-67,2011-02-23,2011-03-10,"SA 5-14, 5-16, 5-17, 5-19","All BM, except  Gducks and Horse Clams",biotoxins
PTN-2011-68,2011-02-23,2011-03-07,Area 27,All B.M.,biotoxins
PTN-2011-69,2011-03-04,2011-03-09,Area 2,All B.M.,biotoxins
PTN-2011-70,2011-03-04,2011-03-17,Area 3 ,All B.M.,biotoxins
PTN-2011-71,2011-03-04,2011-03-07,"Area 4, except SA 4-2, 4-3, 4-4, 4-9",All B.M.,biotoxins
PTN-2011-72,2011-03-04,2011-03-10,"Area 5, except SA 5-14, 5-16, 5-17, 5-19",All B.M.,biotoxins
PTN-2011-73,2011-03-04,2011-03-10,"Area 6, except SA 6-5, 6-9, 6-10, 6-13",All B.M.,biotoxins
PTN-2011-74,2011-03-04,2011-03-07,"SA 4-2, 4-3, 4-4, 4-9","All BM, except  Gducks and Horse Clams",biotoxins
PTN-2011-75,2011-03-04,2011-03-10,"A 6-5, 6-9, 6-10, 6-13, 106-2","All BM, except  Gducks and Horse Clams",biotoxins
PTN-2011-76,2011-03-04,2011-03-08,Area 7,All B.M.,biotoxins
PTN-2011-77,2011-03-04,2011-03-08,"Area 18, except SA 18-2  to 18-4, 18-6, 18-7, 18-9 and 18-10",All B.M.,biotoxins
PTN-2011-78,2011-03-04,2011-03-08,"Areas 12 to 29, except 13-1 to 13-12, 13-14 to 13-17, 14-5, 14-8 and 14-15, 15-4, 15-5, 16-16, 23-4, 23-10 and a portion of 23-6",Scallops,biotoxins
PTN-2011-79,2011-03-07,2011-03-17,"Area 4, except SA 4-2 to 4-4, 4-9 and 4-13",All BM,biotoxins
PTN-2011-80,2011-03-07,2011-03-17,"SA 4-2 to 4-4, 4-9 and 4-13",All BM except Geoducks and Horse Clams,biotoxins
PTN-2011-81,2011-03-07,2011-04-21,Area 27 except 27-7 to 27-11,All BM,biotoxins
PTN-2011-82,2011-03-07,2011-04-21,SA 27-7 to 27-11,"All BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2011-83,2011-03-08,2011-06-15,"Area 18, except 18-1 to 18-4, 18-6, 18-7, 18-9, 18-10",ALL BM,biotoxins
PTN-2011-84,2011-03-08,2011-03-17,"Areas 12 to 29, except 13-1 to 13-12, 13-14 to 13-17, 14-5, 14-8 and 14-15, 15-4, 15-5, 16-16, 18-1, 23-4, 23-10 and a portion of 23-6",Scallops,biotoxins
PTN-2011-85,2011-03-08,2011-06-17,SA 18-1,"All Bm, except pink scallops and spiny scallops",biotoxins
PTN-2011-86,2011-03-08,2011-03-24,"Area 7, except  7-15, 7-17, 7-21 ",All BM,biotoxins
PTN-2011-87,2011-03-08,2011-03-24,"SA 7-15, 7-17, 7-21","All BM, except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2011-88,2011-03-09,2011-10-03,"Area 2, except SA 2-1",All BM,biotoxins
PTN-2011-89,2011-03-09,2011-10-03,SA 2-1,All BM except Oysters and Scallops,biotoxins
PTN-2011-90,2011-03-10,2011-05-19,Area 5,All B.M.,biotoxins
PTN-2011-91,2011-03-10,2012-11-29,Area 6,All B.M.,biotoxins
PTN-2011-92,2011-03-10,2011-10-14,"Areas 101 to 110, 130 and 142",All BM,biotoxins
PSN-2011-93,2011-03-14,2011-03-21,Closes Baynes sound A,All B.M.,sanitary closure
PTN-2011-94,2011-03-17,NA,"Areas 12 to 29, except 13-1 to 13-12, 13-14 to 13-18, 14-5, 14-8 and 14-15, 15-4, 15-5, 16-16, 18-1, 23-4, 23-10 and a portion of 23-6 Useless Inlet",Scallops,biotoxins
PTN-2011-95,2011-03-17,2011-06-08,SA 13-18,All BM except pink scallops and spiny scallops,biotoxins
PTN-2011-96,2011-03-17,2011-04-01,"Area 3, except 3-1, 3-2, 3-4 and 3-5",All BM,biotoxins
PTN-2011-97,2011-03-17,2011-04-01,"Subareas 3-1, 3-2, 3-4 and 3-5",All BM except Geoducks and Horse Clams,biotoxins
PTN-2011-98,2011-03-17,2011-04-01,"Area 4, except 4-1 to 4-7, 4-9, 4-13 and 4-14",All BM,biotoxins
PTN-2011-99,2011-03-17,2011-04-01,"SUbareas 4-1 to 4-7, 4-9, 4-13 and 4-14",All BM except Geoducks and Horse Clams,biotoxins
PTN-2011-101,2011-03-21,2011-05-20,"Area 26, except SA 26-2 to 26-5",All BM,biotoxins
PTN-2011-102,2011-03-21,2011-05-20,SA 26-2 to 26-5,"All BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2011-103,2011-03-24,2011-04-01,"Area 7, except  7-12, 7-15, 7-17, 7-21 ",All BM,biotoxins
PTN-2011-104,2011-03-24,2011-04-01,"SA 7-12, 7-15, 7-17, 7-21","All BM, except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2011-105,2011-04-01,2011-05-11,"Area 3, except 3-1 to 3-5",All BM,biotoxins
PTN-2011-106,2011-04-01,2011-05-11,Subareas 3-1 to 3-5,All BM except Geoducks and Horse Clams,biotoxins
PTN-2011-107,2011-04-01,2011-05-11,"Area 4, except 4-1 to 4-7, 4-9 and 4-14",All BM,biotoxins
PTN-2011-108,2011-04-01,2011-05-11,"SUbareas 4-1 to 4-7, 4-9 and 4-14",All BM except Geoducks and Horse Clams,biotoxins
PTN-2011-109,2011-04-01,2011-11-24,Area 7,All BM,biotoxins
PTN-2011-110,2011-04-01,2011-06-22,Area 12,All BM,biotoxins
PCH-2011-111,2011-04-18,2011-04-28,New emergency closure 19.hh Subarea 19-12,All BM,chemical closure
PTN-2011-112,2011-04-19,2011-04-21,"Area 24, except 24-2 to 24-5, 24-9, 24-10, 24-13 and 24-14",All BM,biotoxins
PTN-2011-113,2011-04-19,2011-04-21,"SA 24-2 TO 24-5, 24-9, 24-10, 24-13 AND 24-14","All BM, except manila, littlenecks, oysters and mussels",biotoxins
PTN-2011-114,2011-04-21,2012-06-08,Area 27,All BM,biotoxins
PTN-2011-115,2011-04-21,2011-05-20,"Area 24, except 24-2 to 24-5, 24-9, 24-13 and 24-14",All BM,biotoxins
PTN-2011-116,2011-04-21,2011-05-20,"SA 24-2 TO 24-5, 24-9, 24-13 AND 24-14","All BM, except manila, littlenecks, oysters and mussels",biotoxins
PSN-2011-117,2011-04-18,2011-10-15,Seasonal sanitary closure 5A,All BM,sanitary closure
PSN-2011-118,2011-04-29,2011-11-18,"New closures 12.30 and 12.31, Dickson Island and Maple Cove",All BM,sanitary closure
PSN-2011-119,2011-04-29,2011-11-18,"New closures 16.1 and 16.37, Pender Harbour and West Side of Sechelt Inlet",All BM,sanitary closure
PSN-2011-120,2011-04-29,2011-07-21,"Revokes closure 23.12 Toquart Bay, new closure 23.20, Toquart Bay",All BM,sanitary closure
PSN-2011-121,2011-04-29,2012-12-03,"Area 26 Amends closure 26.5 (Head of Malsopke inlet), new closures 26.21 (Enrtance to Malsope Inlet) and 26.22 Bunsby Island",All BM,sanitary closure
PSN-2011-122,2011-04-29,2012-12-03,"Area 27, New closure 27.11 Koprino Harbour, Quatsino Sound",All BM,sanitary closure
PTN-2011-123,2011-05-11,2011-11-04,Area 3,All BM,biotoxins
PTN-2011-124,2011-05-11,2011-11-04,Area 4,All BM,biotoxins
PTN-2011-125,2011-05-18,2011-05-20,"Area 25, except 25-1 to 25-8 and 25-15",All BM,biotoxins
PTN-2011-126,2011-05-18,2011-05-20,Subareas 25-1 to 25-8 and 25-15,"All BM, except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2011-127,2011-05-19,2011-06-08,"Area 5, except SA 5-20, 5-21 and 5-22",All B.M.,biotoxins
PTN-2011-128,2011-05-19,2011-06-08,"SA 5-20, 5-21, 5-22",All BM except Geoducks and Horse Clams,biotoxins
PTN-2011-129,2011-05-20,2011-05-27,"Area 24, except 24-9",All BM,biotoxins
PTN-2011-130,2011-05-20,2011-05-27,SA 24-9,"All BM, except manila, littlenecks, oysters and mussels",biotoxins
PTN-2011-131,2011-05-20,2011-05-27,"Area 25, except 25-1 to  25-16",All BM,biotoxins
